"","Centre_cat","theta_MAT","Level_MAT","theta_READ","Level_READ","Region","Age","Gender","Centre_type","Context","strat","E6F1","E6F2","E6F6a","E6F15","E6F16","E6F7","E6F8","E6F9","E6F10","E6F11","E6F12","E6F13","E6F14","E6F17","E6F18","E6F18a","E6F19a","E6F19","E6F20","E6F21","E6F3","E6F4","E6F5a","E6F22","E6F22a_5","E6F22a_1","E6F22a_2","E6F22a_3","E6F22a_4","E6F26a","E6F26","E6F25","E6F25a","E6F25a_1","E6F25a_3_1","E6F25a_3_2","E6F25a_3_3","E6F25a_3_4","E6F25a_3_5","E6CF25a_2_1","E6CF25a_2_2","E6CF25a_2_3","E6CF25a_2_4","E6CF25a_2_5","E6Co1","E6Co2_1","E6Co2_2","E6Co2_3","E6Co2_4","E6Co2_5","E6Co2_6","E6Co2_7","E6Co2_8","E6Co2_9","E6Co3","E6Co4","E6Co5","E6Co6_1","E6Co6_2","E6Co6_3","E6Co6_4","E6Co6_5","E6Co6_6","E6Co7_1","E6Co7_2","E6Co7_3","E6Co7_4","E6Co8_1","E6Co8_2","E6Co8_3","E6Co8_4","E6Co9_1","E6Co9_2","E6Co9_3","E6Co9_4","E6Co9_5","E6Co9_6","E6C47c_1","E6C47c_3","E6C47c_6","E6C47c_7","E6C47c_8","E6C47c_11","E6C47c_12","E6C47c_9","E6C47c_13","E6Co10_1","E6Co10_2","E6Co10_3","E6Co10_4","E6Co11","E6Co12_1","E6Co12_2","E6Co12_3","E6Co12_4","E6F34_1","E6F34_2","E6F34_3","E6F34_4","E6F34_5","E6F34_6","E6C36_1","E6C36_2","E6C36m_6","E6C36m_7","E6C36a_8","E6F37_1","E6F37_2","E6F37_3","E6C42a","E6C40m_1","E6C40m_2","E6C40m_3","E6C40m_4","E6C40m_5","E6C44m_1","E6C44m_2","E6C44m_3","E6C46a_2","E6C46m_1","E6C46a_3","E6C46m_4","E6C43a","E6C43","E6C48_1","E6C48_2","E6C48_3","E6C48_4","E6C48_5","E6C42_1","E6C42_2","E6C42_3","E6C42_4","E6C42_5","E6F32","E6F33","Attendance","ES1_1","ES1_2","ES1_3","ES1_4","ES1_5","ES1_6","ES3_1","ES3_2","ES3_3","ES3_4","ES3_5","ES2_1","ES2_2","ES2_3","ES2_4","ES4_1","ES4_2","ES4_3","ES4_4","ES4_5","ES5_1","ES5_2","ES5_3","ES5_4","ES5_5","ES6_1","ES6_2","ES6_3","ES6_4","ES6_5","ES6_6","ES7_1","ES7_2","ES7_3","ES7_4","ES7_5","ES8_1","ES8_2","ES8_3","ES8_4","ES8_5","ES8_6","BE1_1","BE1_2","BE1_3","BE1_4","BE1_5","BE1_6","BE1_7","BE1_8"
"3546","Q4",0.0899219097339637,"3",0.11124934574497,"4","Montevideo",12,"M","Tiempo Extendido","Urbano Quintil 4","3","1","3","2","3","2","1","2","2","2","2","2","1","1","1","1","1","2","1","1","1","2","1","96","5","1","3","1","4","4","3","1","1","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","1","1","1","2","2","2","1","2","1","1","1","1","4","2","3","4","2","2","2","2","2","4","2","2","1","1","2","2","1","1","2","3","3","3","4","3","3","2","3","3","2","3","3","3","3","3","3","4","4","4","2","4","3","4","1","3","3","3","3","3","3","3","4","2","2","1","1","2","96","3","3","2","2","3","3","3","4","4","4","1","96","regularly","3","4","4","3","3","3","3","3","3","4","4","2","4","1","3","3","2","2","3","2","4","3","4","3","4","4","4","3","2","2","4","2","2","1","2","1","4","3","4","4","3","3","3","2","4","3","4","3","4","4"
"3548","Q4",0.309848373040538,"3",-5.01656405219672e-05,"4","Montevideo",12,"M","Tiempo Extendido","Urbano Quintil 4","3","1","3","1","5","4","1","2","2","2","2","2","1","1","1","1","2","2","1","1","1","1","1","96","5","1","3","1","1","1","3","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","2","2","1","2","1","1","2","2","4","4","3","4","3","1","4","2","2","4","2","2","2","2","2","2","2","2","2","4","4","1","4","1","1","4","2","4","2","4","4","4","3","3","4","2","3","4","4","4","4","4","1","2","2","3","1","4","2","3","4","2","3","1","1","1","1","4","4","3","4","2","4","4","4","4","1","1","96","regularly","2","3","2","3","3","3","3","3","3","4","3","2","4","1","1","1","1","1","1","2","4","4","4","4","4","4","4","4","3","3","4","1","2","2","4","2","3","2","3","2","3","2","4","4","4","4","4","4","4","4"
"3549","Q4",1.8017615508878,"5",1.36456112584924,"6","Montevideo",12,"F","Tiempo Extendido","Urbano Quintil 4","3","2","3","1","3","2","1","2","2","2","2","2","1","2","1","1","1","2","1","1","1","1","1","96","6","1","3","2","1","1","4","1","3","3","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","2","1","1","1","2","1","2","1","1","1","2","3","4","2","3","4","4","3","4","3","4","2","1","1","1","2","2","2","1","2","4","4","4","4","3","3","3","4","4","3","4","3","4","3","3","4","3","4","4","2","4","4","4","2","3","3","4","3","4","3","3","4","1","3","1","1","2","96","2","3","2","3","2","4","2","4","4","3","1","96","regularly","4","3","4","4","4","4","4","3","2","4","3","2","4","2","2","2","1","2","1","1","3","3","3","3","4","3","4","3","3","3","4","3","3","4","3","4","3","2","2","1","2","1","4","3","4","4","4","4","4","4"
"3550","Q4",-1.12138724046982,"2",-1.38038613586468,"2","Montevideo",12,"F","Tiempo Extendido","Urbano Quintil 4","3","2","3","1","3","1","1","1","2","2","1","1","2","2","1","1","1","2","1","1","1","1","1","96","5","1","3","4","1","1","2","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","1","2","2","2","2","1","2","2","3","2","1","2","1","3","2","2","1","3","2","1","1","1","2","2","2","1","2","3","2","2","4","2","2","1","4","4","2","3","3","3","2","2","3","2","3","3","2","3","3","3","1","2","3","2","2","4","1","2","3","3","4","2","3","1","1","4","3","2","4","3","2","3","4","3","4","1","96","regularly","4","4","4","4","4","4","3","1","1","4","3","1","4","4","1","4","2","2","1","1","4","4","3","3","3","3","4","1","3","4","4","1","2","2","3","2","3","1","2","3","3","1","2","3","4","4","2","2","4","4"
"3551","Q4",0.995973599891807,"4",0.959852107367038,"5","Montevideo",11,"M","Tiempo Extendido","Urbano Quintil 4","3","1","2","1","4","2","1","2","2","2","2","2","2","1","1","1","1","2","1","1","2","1","1","96","5","1","3","1","1","1","3","1","1","3","2","96","96","96","96","96","1","0","0","0","0","1","0","1","1","0","1","0","0","0","0","1","1","1","1","2","1","2","1","1","1","1","1","2","4","3","1","3","2","3","3","3","2","4","2","2","1","2","2","2","2","1","2","4","4","4","4","3","3","4","4","1","2","4","4","4","3","3","4","4","4","4","2","4","4","4","2","3","1","2","1","2","3","3","3","1","1","1","1","2","96","1","3","2","2","1","4","4","4","4","4","1","96","regularly","3","4","4","3","3","3","4","4","3","4","4","2","4","2","2","1","2","2","3","3","4","4","4","4","4","4","4","4","4","4","2","3","3","4","4","4","1","2","3","1","3","1","4","4","4","3","4","4","1","4"
"3553","Q4",-0.262677550666249,"3",2.5179910579271,"6","Montevideo",12,"F","Tiempo Extendido","Urbano Quintil 4","3","2","3","1","5","2","1","1","2","2","2","2","2","1","1","1","1","2","1","1","1","1","1","96","5","1","3","1","2","1","4","1","3","4","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","2","1","1","1","2","1","2","1","1","1","2","3","2","1","2","3","3","2","2","4","4","2","1","1","1","2","2","2","1","2","4","4","3","4","2","2","1","3","3","2","3","3","3","2","2","3","3","3","3","2","3","3","3","2","2","3","3","3","3","2","2","4","1","3","1","1","2","96","2","4","2","3","2","4","3","4","3","4","1","96","regularly","4","3","4","4","4","4","4","4","2","3","3","1","3","2","1","2","1","2","3","1","3","3","4","3","4","3","4","4","3","4","4","3","4","4","4","4","2","1","3","3","4","2","4","4","4","4","3","4","4","4"
"3554","Q4",0.735588249615368,"4",0.488145849438551,"4","Montevideo",12,"F","Tiempo Extendido","Urbano Quintil 4","3","2","3","1","3","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","96","5","3","3","1","4","1","1","2","96","96","96","96","96","96","96","96","96","96","96","96","96","2","96","96","96","96","96","96","96","96","96","1","1","1","1","1","1","2","1","2","1","1","2","1","4","1","1","2","3","4","4","4","2","3","2","2","2","2","2","2","2","2","2","2","3","2","4","2","4","3","2","4","3","3","2","4","3","2","3","4","3","3","1","3","4","4","2","2","3","3","3","2","3","2","4","1","2","1","1","2","96","3","2","1","2","1","2","1","2","4","1","1","96","regularly","2","1","3","4","4","3","4","3","2","4","4","4","2","3","1","2","1","4","2","1","3","3","3","1","4","2","4","3","1","4","1","1","3","1","1","1","3","3","4","4","3","4","3","2","3","3","1","3","1","2"
"3555","Q4",-0.167381366989535,"3",0.76556151758833,"5","Montevideo",11,"F","Tiempo Extendido","Urbano Quintil 4","3","2","2","2","5","3","1","1","2","2","2","2","2","2","1","1","1","2","1","1","2","1","1","96","5","4","3","1","2","1","3","1","1","1","1","1","0","1","0","0","1","0","0","0","0","2","96","96","96","96","96","96","96","96","96","1","1","1","1","2","1","2","2","2","1","1","2","2","3","2","2","3","2","3","1","2","4","4","2","1","1","1","2","2","2","2","2","4","4","4","4","2","3","4","1","4","2","4","3","4","3","2","3","3","3","3","2","2","3","3","2","3","1","3","2","1","3","3","4","1","3","1","2","1","3","2","3","2","3","3","4","3","2","4","3","1","96","regularly","2","3","3","4","4","3","3","2","1","4","4","1","3","1","1","2","2","3","3","1","3","4","4","3","4","2","1","1","2","4","4","2","3","1","2","4","4","2","1","1","2","1","4","4","3","3","4","4","4","4"
"3556","Q4",0.126303503243417,"3",-0.200207325036231,"3","Montevideo",13,"M","Tiempo Extendido","Urbano Quintil 4","3","1","4","1","9","3","1","1","2","2","1","2","1","1","1","1","2","1","1","1","1","1","2","1","5","1","3","2","4","1","2","1","1","2","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","3","2","2","2","2","4","1","3","2","4","2","1","1","1","2","2","2","1","2","4","4","4","4","3","2","3","2","1","2","4","2","4","3","3","4","4","3","3","2","4","4","4","1","2","3","4","2","2","3","4","3","3","3","2","3","1","4","3","4","2","3","4","4","4","4","4","3","1","96","regularly","4","4","4","4","4","3","3","4","2","3","4","2","3","1","4","3","1","4","3","2","4","3","4","2","3","3","2","3","4","4","1","2","2","4","2","2","3","2","2","2","3","1","4","1","4","3","2","4","2","4"
"3557","Q4",-0.81598337380157,"2",-0.305237942010299,"3","Montevideo",13,"F","Tiempo Extendido","Urbano Quintil 4","3","2","4","1","6","2","1","2","2","2","1","2","1","1","1","2","1","2","1","1","2","1","3","1","3","1","1","3","3","1","2","1","2","1","2","96","96","96","96","96","0","1","0","0","0","1","1","0","0","1","1","1","0","0","1","1","1","2","2","2","2","2","1","1","1","2","1","2","4","2","3","4","2","4","2","2","4","4","2","1","1","2","2","2","2","1","1","3","3","2","4","1","1","2","4","4","2","2","2","4","3","2","3","3","3","2","2","3","3","4","1","2","4","4","3","3","2","2","3","4","4","3","3","1","4","3","3","3","2","3","4","2","4","4","4","1","96","regularly","3","4","3","4","3","4","4","4","3","3","4","3","4","3","2","3","1","3","2","2","4","4","4","3","4","3","4","2","3","3","4","4","3","4","4","3","2","2","4","2","2","1","4","3","3","4","4","3","4","3"
"3559","Q2",-0.767223559284337,"2",-0.413219393637943,"3","Montevideo",13,"M","TC","Urbano Quintil 1","3","1","4","1","8","4","1","2","2","2","2","2","2","1","1","1","1","2","1","1","1","3","3","3","3","1","3","4","1","1","4","1","2","2","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","1","2","1","2","1","2","2","2","1","1","1","1","3","2","4","4","4","2","4","3","3","4","2","1","1","2","1","1","2","1","1","3","3","3","3","2","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","3","3","3","4","3","2","4","3","4","3","1","4","4","3","4","3","4","4","3","4","3","4","1","96","regularly","3","4","4","4","3","3","4","2","3","4","4","1","3","3","2","2","2","2","2","1","3","2","3","3","3","4","4","4","3","3","2","4","4","4","3","4","3","3","3","2","3","1","4","4","3","3","4","4","4","2"
"3561","Q3",0.681128679803098,"4",0.921043063372542,"5","Montevideo",13,"F","UC","Urbano Quintil 4","3","2","4","1","3","1","1","1","2","2","2","2","2","2","1","1","1","2","1","1","4","2","2","3","3","1","4","3","1","1","3","1","3","4","2","96","96","96","96","96","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","2","1","1","2","2","1","2","2","2","2","2","3","1","1","3","2","2","1","2","1","1","2","1","1","2","2","2","2","2","2","4","4","4","4","1","2","4","3","4","2","3","2","4","3","2","4","2","4","3","3","4","4","4","2","2","3","3","2","4","3","3","4","3","2","1","1","2","96","3","4","3","2","3","4","3","4","4","1","1","96","regularly","1","2","4","3","3","2","4","3","2","4","4","2","3","3","3","4","3","1","2","1","2","2","3","4","3","2","3","3","2","1","1","2","3","2","4","1","2","2","3","3","3","4","4","4","3","2","1","3","2","3"
